Aada,40,
Estra,55,
Eszter,6,
Ete,11,
Eteri,16,
Ethel,192,
Eti,15,
Etibar,,5
Etkar,,8
Ettel,12,
Etti,8,
Eugen,,104
Eugene,,6
Eugenia,20,
Eva,1624,
Eva Liisa,19,
Eva Maria,55,
Eva-Johanna,5,
Eva-Kaisa,6,
Eva-Kristina,5,
Eva-Liis,20,
Eva-Liisa,86,
Eva-Lota,16,
Eva-Lotta,64,
Eva-Ly,5,
Eva-Mai,9,
Eva-Maria,164,
Eva-Stina,5,
Eva-Liisa,86,
Evald,,403
Evaliisa,8,
Evan,,40
Evar,,61
Evari,,6
Evdokia,138,
Eve,3062,
Eve-Liina,5,
Eve-Liis,23,
Eve-Ly,38,
Eve-Mai,11,
Eve-Ly,38,
Eve-Lyn,5,
Eve-Mai,11,
Eveliis,24,
Eveli,465,
Evelii,12,
Eveliin,23,
Eveliina,26,
Eveliine,5,
Eveliis,24,
Evelin,1647,
Evelina,438,
Eveline,11,
Evely,261,
Evelyn,476,
Even,,59
Ever,,34
Everin,5,
Evert,,173
Evgeni,,60
Evgenia,286,
Evgenii,,55
Evgeniia,37,
Evgenija,9,
Evgeniy,,75
Evgeniya,313,
Evgeny,,1029
Evi,1988,
Evika,6,
Evita,33,
Evnika,5,
Evo,4,25
Evor,,7
Ewa,13,
Fabian,,15
Fabio,,13
Fabrizio,,6
Faina,268,
Farid,,13
Farida,13,
Farit,,6
Fatima,25,
Federico,,28
Fedor,,141
Felicia,13,
Feliks,,309
Felipe,,7
Felix,,80
Feodor,,53
Ferdinand,,38
Ferenc,,11
Fernando,,23
Filipp,,172
Filip,,18
Filipp,,172
Filippo,,10
Fiona,20,
Fjodor,,373
Flo,6,
Flora,22,
Florian,,18
Francesca,28,
Francesco,,47
Francisco,,8
Franco,,19
Franek,,10
Frank,,138
Franka,6,
Franko,,13
Frants,,26
Franz,,33
Franziska,8,
Fred,,483
Fred Erik,,11
Fred-Erik,,9
Freddi,,5
Freddy,,76
Frederic,,5
Frederick,,15
Frederik,,96
Frederika,5,
Fredi,,111
Fredrik,,18
Fredy,,77
Frida,56,
Friedrich,,24
Frol,,5
Fränk,,7
Fyodor,,29
Galina,8626,
Gabor,,5
Gabriel,,251
Gabriela,51,
Gabriele,10,12
Gabriella,39,
Gagik,,6
Gaia,10,
Gaida,45,
Gaidar,,5
Gaidi,40,
Gaile,6,
Gaili,37,
Gaily,20,
Gairi,4,4
Gaisa,7,
Gajane,29,
Galia,16,
Galija,11,
Galina,8626,
Galja,11,
Ganna,51,
Gardo,,8
Garik,,8
Garis,5,4
Garmen,22,
Garri,,42
Garry,,23
Gary,,10
Gaspar,,21
Gatis,,17
Gayane,11,
Gea,189,
Gedi,13,
Gediminas,,10
Gedy,5,
Geelia,7,
Geelika,6,
Geete,18,
Geethe,6,
Geia,6,
Geidi,73,
Geido,,12
Geidy,36,
Geili,42,
Geilin,5,
Geily,26,
Geio,,13
Geir,7,25
Geiri,18,4
Geit,5,19
Geiti,15,
Geitlin,13,
Geity,9,
Geiu,12,
Gelena,27,
Gelia,8,
Gelina,7,
Gelli,7,
Gelly,17,
Gemma,7,
Gen,,22
Gendra,17,
Genely,10,
Genert,,25
Genet,,5
Gennadi,,1836
Gennadii,,27
Gennady,,694
Gennert,,7
Genno,,14
Genrich,,16
Genrietta,32,
Genrih,,27
Genry,,8
Georg,,957
Georg Mattias,,11
George,,33
Georgi,,919
Georgii,,30
Georgina,8,
Georgios,,7
Georgy,,166
Gera,5,
Gerd,,58
Gerda,643,
Gerda-Liis,8,
Gerden,,5
Gerdi,22,4
Gerdo,,63
Gerdy,7,
Gerhard,,60
Gerit,14,4
Gerle,34,
Gerli,999,4
Gerlika,6,
Gerlin,76,
Gerly,236,
Gerlyn,14,
German,,613
Germo,,203
Gerol,,7
Geron,,34
Gerret,,63
Gerri,15,15
Gerrit,5,32
Gerry,7,28
Gersti,21,
Gert,4,1039
Gerta,100,
Gertel,5,
Gerth,,17
Gerthrud,7,
Gerti,31,4
Gertlin,6,
Gerto,,14
Gertrud,180,
Gerttu,39,
Gertu,95,
Gertu-Liis,5,
Gerty,14,
Gervin,,23
Gete,33,
Geter,4,4
Gethe,13,
Getlin,50,
Getlyn,18,
Getri,14,
Getriin,42,
Getrin,45,
Getrud,5,
Getter,447,
Gevin,,26
Gevorg,,12
Gheorghe,,14
Giacomo,,7
Gianluca,,10
Giedrius,,5
Giina,16,
Gina,39,
Gintaras,,11
Giorgi,,42
Giorgia,6,
Giovanni,,11
Girli,7,
Girta,9,
Girtel,10,
Girts,,6
Gisela,38,
Gita,34,
Gitta,21,
Gitte,7,
Giulia,30,
Giuseppe,,25
Givi,,12
Glaid,,10
Gleb,,482
Glen,,54
Glenn,,10
Gloria,182,
Gor,,6
Gordon,,6
Grace,8,
Grant,,8
Gredi,7,
Greeta,12,
Greete,329,
Greete-Liis,25,
Greetel,15,
Greeteliis,6,
Greg,,21
Gregor,,756
Gregori,,31
Gregory,,55
Gren,,19
Greta,178,
Greta Maria,5,
Gretchen,5,
Grete,1233,
Grete Liis,32,
Grete Mai,5,
Grete Maria,16,
Grete-Liis,107,
Grete-Maria,7,
Grete-Liis,107,
Gretel,71,
Greteliis,57,
Gretelis,6,
Grethe,42,
Grethe-Ly,5,
Grethel,71,
Grethen,8,
Gretlin,11,
Gretta,14,
Grette,12,
Grettel,87,
Grigor,,7
Grigori,,554
Grigory,,174
Gris,4,4
Grista,9,
Gristel,32,
Gristi,7,
Gristo,,9
Grit,33,
Gudrun,22,
Guido,,381
Guldar,,9
Gulnara,35,
Gulnaz,5,
Gulnur,5,
Gundega,5,
Gundel,5,
Gunilla,5,
Gunnar,,927
Gunneli,5,
Guntis,,7
Gurgen,,6
Gustav,,247
Gustavo,,8
Guy,,6
Guzel,16,
Gvido,,13
Gärol,5,
Gätlin,28,
Gätriin,5,
Günther,,47
Haide,26,
Haidi,17,
Haiko,,6
Haimar,,14
Hain,,36
Hainer,,8
Haja,7,
Halar,,6
Haldi,30,4
Halida,7,
Halina,5,
Halja,42,
Haljand,,37
Hallan,,6
Hallar,,23
Halliki,28,
Halyna,20,
Hana,15,
Hando,,126
Handro,,9
Hanka,16,
Hanna,909,4
Hanna Brita,5,
Hanna Grete,13,
Hanna Kristiina,6,
Hanna Kristin,6,
Hanna Liis,21,
Hanna Liisa,30,
Hanna Maria,58,
Hanna-Brit,9,
Hanna-Brita,5,
Hanna-Britt,7,
Hanna-Eliise,10,
Hanna-Greta,6,
Hanna-Grete,12,
Hanna-Kaisa,7,
Hanna-Kristiina,6,
Hanna-Leena,6,
Hanna-Liina,51,
Hanna-Liis,40,
Hanna-Liisa,213,
Hanna-Lisette,5,
Hanna-Loora,5,
Hanna-Loore,28,
Hanna-Lotta,10,
Hanna-Ly,16,
Hanna-Mai,6,
Hanna-Mari,8,
Hanna-Maria,76,
Hanna-Stiina,16,
Hanna-Stina,14,
Hanna-Liina,51,
Hanna-Liis,40,
Hanna-Liisa,213,
Hanna-Loore,28,
Hanna-Mari,8,
Hannabel,24,
Hannagret,5,
Hannah,51,
Hannali,10,
Hannaliina,6,
Hannaliis,14,
Hannaliisa,35,
Hannalore,9,
Hannaly,10,
Hanne,13,
Hannela,53,
Hannele,40,
Hanneli,19,
Hanneloore,6,
Hannelore,15,
Hannely,10,
Hannes,,1402
Hanno,,337
Hannu,,11
Hans,,742
Hans Kristian,,11
Hans Kristjan,,25
Hans Markus,,10
Hans-Hendrik,,6
Hans-Kristen,,5
Hans-Kristjan,,41
Harald,,296
Hardi,,385
Hardo,,95
Hardy,4,44
Hargo,,12
Harle,4,5
Harles,,58
Harlet,4,15
Harley,,11
Harli,4,37
Harlis,,18
Harly,,20
Harmo,,6
Harold,,29
Harras,,5
Harri,,1172
Harriet,54,
Harris,,15
Harro,,14
Harry,,585
Hart,,13
Harti,,21
Hasan,,11
Hasmik,7,
Hassan,,6
Hasso,,24
Helis,198,4
Heda,34,
Hedda,24,
Heddi,19,
Heddy,35,
Hede,15,
Hedi,244,4
Hedit,8,
Hedvi,16,
Hedvig,107,4
Hedy,61,
Heelika,26,
Heete,17,
Hege,8,
Hegert,,24
Hegle,22,
Hegne,15,
Heida,7,
Heidi,871,4
Heido,,69
Heidy,80,
Heigo,,440
Heike,50,4
Heiki,,1529
Heikki,,348
Heikko,,54
Heiko,,283
Heili,550,
Heilika,41,
Heilike,7,
Heilo,4,24
Heily,66,
Heimar,,93
Heimo,,31
Heinar,,366
Heinart,,28
Heindrich,,5
Heiner,,8
Heini,12,123
Heinike,8,
Heino,,2050
Heinrich,,153
Heinry,,6
Heiti,4,187
Heitti,4,10
Heivi,84,
Heivo,,28
Hektor,,10
Hela,20,
Helar,,86
Helari,,86
Helary,,6
Helbe,220,
Helda,53,
Heldi,271,
Heldin,30,
Heldur,,652
Hele,544,
Hele-Liis,17,
Hele-Mai,46,
Hele-Mall,77,
Hele-Riin,63,
Hele-Riin,63,
Heleen,75,
Heleena,7,
Heleene,61,
Heleken,6,
Heleliis,8,
Helemai,6,
Helemall,6,
Helen,2460,
Helen Marie,6,
Helena,1578,
Helena Maria,9,
Helene,264,
Heleni,23,
Helenor,5,
Heleri,401,
Heleriin,108,
Helerin,194,
Helery,84,
Heleryn,8,
Helga,628,
Helge,136,4
Helger,,51
Helgi,1975,
Helgo,,17
Heli,2335,
Heli-Liis,7,
Heli-Mai,8,
Heli-Mall,7,
Heliina,5,
Heliis,31,
Heliisa,8,
Heliise,18,
Helika,53,
Helikar,,16
Heliko,10,
Helin,277,
Helina,781,
Helis,198,4
Helja,187,
Helje,416,
Heljo,413,
Helju,1585,
Hell,10,4
Hella,75,
Hellart,,10
Helle,2218,
Helle-Mai,59,
Helle-Mall,31,
Helle-Reet,13,
Hellen,62,
Hellevi,7,
Helli,44,
Hellika,37,
Helliki,6,
Helly,7,
Helme,119,
Helmer,,21
Helmet,,24
Helmi,716,
Helmut,,310
Helo,23,
Helve,1335,
Helvi,546,
Helvis,,7
Hely,6,
Helyna,6,
Helys,5,
Hendo,,14
Hendri,,90
Hendrik,,1037
Hendriko,,10
Hendry,,31
Heneli,10,
Hengo,,13
Henn,4,297
Henna,8,
Henni,6,4
Henno,,170
Henri,,1670
Henrich,,11
Henrico,,19
Henrietta,9,
Henriette,24,
Henrik,,269
Henriko,,23
Henro,,5
Henry,,828
Henryk,,5
Herbert,,121
Herdis,28,4
Heret,30,
Hergi,,10
Hergo,,22
Herje,5,
Herki,,137
Herkki,,47
Herko,,39
Herle,10,
Herli,5,6
Herly,4,4
Herman,,196
Hermann,,37
Hermas,,5
Hermo,,36
Herta,134,
Heti,36,4
Hetlin,8,
Hettel,16,
Hetti,10,4
Heveli,8,
Hevelin,9,
Hiia,5,
Hiie,295,
Hilda,532,
Hildegard,79,
Hilja,1037,
Hiljar,,14
Hilje,79,
Hillar,,937
Hillart,,13
Hille,725,
Hille-Mai,6,
Hilma,110,
Hilve,17,
Hilvi,22,
Himre,,5
Hindrek,,162
Hinna,7,
Hinnar,,9
Hinno,,19
Hipp,5,
Hirja,7,
Hjalmar,,20
Holden,,18
Holger,,268
Horre,,17
Hristina,32,
Hristo,,8
Hubert,,91
Hugo,,782
Hugo Markus,,8
Huko,,28
Hurmas,,6
Hurmi,11,4
Hurmo,,7
Häli,67,
Hälis,25,4
Häly,9,
Härmo,,25
Hülle,22,
Ilja,6,2074
Ia,25,
Ian,,41
Iana,27,
Ida,188,
Ida Maria,13,
Idris,4,4
Ieva,48,
Ievgen,,21
Ievgeniia,6,
Ignar,,13
Ignas,,10
Igor,,6348
Igors,,60
Iia,64,
Iie,9,
Iira,27,
Iiri,27,
Iiris,188,
Iisi,7,
Iivar,,9
Iive,33,
Iivi,178,
Iivika,27,
Iivo,,28
Ija,76,
Ike,,7
Ilana,33,
Ilaria,14,
Ilda,47,
Ildar,,33
Ileana,6,
Ilga,21,
Ilgar,,12
Ilia,,59
Ilian,4,18
Iliana,12,
Ilina,7,
Ilja,6,2074
Iljana,6,
Iljar,,9
Iljo,4,4
Illa,29,
Illar,,309
Illarion,,16
Ille,339,
Illi,41,
Illia,,26
Illimar,,149
Illis,,6
Illo,,11
Illona,6,
Ilma,85,
Ilmar,,1579
Ilmari,,13
Ilme,1116,
Ilmi,116,
Ilmo,,25
Ilmārs,,6
Ilo,16,25
Ilon,4,5
Ilona,1295,
Iloona,10,
Ilor,,5
Ilse,383,
Ilva,8,
Ilvi,86,
Ilya,,332
Ilze,18,
Imant,,10
Imbi,739,
Imre,,650
Ina,80,
Inar,,5
Inara,33,
Inari,4,9
Inda,23,
Indira,5,
Indra,65,4
Indre,4,12
Indrek,,3546
Indres,,6
Indro,,18
Indur,,7
Ines,163,
Inesa,14,
Inese,32,
Inessa,201,
Inga,1460,
Ingar,,37
Inge,1034,
Ingeborg,28,4
Ingel,68,
Ingela,27,
Ingeli,18,
Ingely,6,
Ingemar,,48
Inger,97,4
Inger-Liis,6,
Ingeri,9,
Ingi,21,
Ingmar,,247
Ingo,,48
Ingomar,,12
Ingra,11,
Ingre,9,
Ingrem,5,
Ingrid,2026,
Ingrida,13,
Ingrit,156,
Ingus,,5
Ingvar,,151
Inkeri,30,
Inna,2115,
Innar,,180
Inno,,79
Inta,21,
Ioanna,6,
Ion,,30
Iosif,,25
Ioulia,7,
Irina,10427,
Ira,165,
Irada,7,
Iraida,319,
Irakli,,20
Ireen,53,
Ireena,7,
Ireene,34,
Iren,64,
Irena,294,
Irene,409,
Iriina,34,
Irina,10427,
Iris,415,
Irja,288,
Irje,35,
Irma,282,
Irmeli,41,
Irmen,7,
Iryna,136,
Isaac,,13
Isabel,317,
Isabell,25,
Isabella,203,
Isabelle,21,
Iskander,,10
Ismail,,19
Ita,40,
Iti,96,
Iulia,6,
Iuliia,117,
Iurii,,89
Iva,11,
Ivalo,,11
Ivan,,3334
Ivans,,13
Ivar,,1552
Ivari,,92
Ivars,,23
Ive,76,
Iveta,40,
Ivetta,25,
Ivi,627,4
Ivika,217,
Ivo,,1549
Ivor,,19
Iya,15,
Izabel,7,
Izabela,8,
Izabella,57,
Izolda,18,
Jane,1337,
Jaago,,33
Jaagup,,258
Jaak,,1951
Jaakko,,6
Jaako,,6
Jaakob,,14
Jaan,,4745
Jaan-Hendrik,,5
Jaan-Erik,,7
Jaana,1040,
Jaanar,,6
Jaane,22,4
Jaanek,,126
Jaanika,1470,4
Jaanis,,244
Jaano,,110
Jaanus,,3169
Jaarek,,8
Jacek,,10
Jack,,13
Jacob,,30
Jacqueline,15,
Jadviga,58,
Jaen,,10
Jagnar,,11
Jagne,9,
Jaime,,5
Jako,,204
Jakob,,565
Jakop,,9
Jakov,,128
Jakub,,28
Jalmar,,87
James,,20
Jan,,772
Jan Erik,,58
Jan Markus,,32
Jan Robert,,8
Jan-Eric,,12
Jan-Erik,,94
Jan-Joonas,,5
Jan-Marcus,,8
Jan-Markus,,22
Jan-Marten,,13
Jan-Martin,,15
Jana,2676,
Janar,,1288
Janari,4,133
Janary,,8
Jander,,22
Jandra,21,
Jandre,,10
Jane,1337,
Jane-Liis,19,
Jane-Ly,39,
Jane-Ly,39,
Janec,,22
Janek,,2548
Janeka,9,
Janel,4,29
Janela,6,
Janeli,293,
Janeliis,12,
Janelin,14,
Janell,15,
Janella,10,
Janelle,117,
Janely,206,
Janer,,5
Janet,70,
Janete,46,
Janett,16,
Janetta,8,
Janette,58,
Janica,8,
Janika,779,4
Janina,164,
Janis,4,395
Janita,10,
Janmar,,6
Jann,,13
Janna,16,
Janne,843,9
Janne-Liis,8,
Janner,,6
Janno,,1306
Jannu,,11
Jano,,21
Janor,,10
Janos,,13
Janre,,14
Janus,,27
Jarek,,157
Jaren,,8
Jargo,,48
Jari,,10
Jarkko,,11
Jarko,,93
Jarl,,14
Jarmo,,400
Jarno,,79
Jaroslav,,423
Jaroslava,92,
Jaroslavna,6,
Jasmin,54,
Jasmine,17,
Jason,,18
Jaspar,,16
Jasper,,273
Jass,,40
Javier,,10
Jean,,11
Jeanette,5,
Jeanne,12,
Jeffrey,,5
Jefim,,44
Jegor,,696
Jekaterina,4759,
Jelena,10541,
Jelizaveta,1208,
Jenna,17,
Jenni,14,
Jennifer,107,
Jenny,35,
Jennyfer,10,
Jens,,42
Jeremy,,6
Jesenija,7,
Jesper,,87
Jesse,,21
Jessenia,13,
Jessica,172,
Jessika,44,
Jete,56,
Jette,72,
Jeva,30,
Jevgeni,,3850
Jevgenia,1650,
Jevgenij,,12
Jevgenija,234,
Jevnika,5,
Jevsei,,6
Jim,,5
Jimmy,,8
Joachim,,8
Joakim,,14
Joan,4,15
Joana,15,
Joann,,32
Joanna,202,
Joanna Maria,11,
Joanna Marie,7,
Joanna-Maria,7,
Joanne,5,
Joe,,23
Joel,,569
Johan,,230
Johan Erik,,11
Johann,,168
Johanna,985,
Johanna Liisa,12,
Johanna Maria,65,
Johanna-Liisa,12,
Johanna-Maria,25,
Johanna-Marie,5,
Johannes,,1125
John,,40
Johnny,,6
Jolana,11,
Jolanda,14,
Jolanta,34,
Jon,,10
Jonas,,143
Jonatan,,42
Jonathan,,76
Jonel,,6
Jonna,9,
Jonne,5,8
Joonas,,894
Joonatan,,131
Joosep,,1146
Joosua,,10
Jordan,,17
Jordi,,6
Jorge,,12
Jorgen,,45
Jorke,,6
Jorma,,114
Jorven,,15
Jose,,7
Josef,,15
Josep,,10
Joseph,,26
Jossif,,51
Jost,,6
Josten,,8
Jozef,,8
Juan,,8
Juan Carlos,,9
Judit,7,
Judith,22,
Juha,,21
Juhan,,1037
Juhani,,35
Juho,,58
Jukko,,5
Juku,,25
Juli,,17
Julia,4420,
Julian,4,44
Juliana,189,
Julianna,80,
Julie,17,
Juliette,7,
Julija,602,
Julika,29,
Julius,,93
Julja,11,
June,7,
Juozas,,11
Jura,,5
Jurgita,10,
Jurgo,,5
Juri,,3761
Jurij,,18
Jurijs,,32
Juris,,51
Juss,,110
Jussi,,15
Justin,,12
Justina,21,
Justus,,12
Juta,1524,
Jutta,27,
Juula,10,
Juuli,45,
Juulia,74,
Juulika,11,
Juzefa,16,
Jyri,,5
Järvi,21,
Jörg,,10
Jörgen,,159
Jürgen,,643
Jürgo,,29
Jüri,,5593
Jürjo,,18
Jürmo,,16
Jūlija,14,
Jānis,,47
Kirill,,2022
Kristi,3251,4
Kadi,1694,
Kadri,3278,4
Kaja,2320,4
Kaare,13,4
Kaarel,,1381
Kaari,118,
Kaarin,161,
Kaarina,19,
Kaarle,,9
Kaarli,,23
Kaarup,,8
Kaddi,7,
Kadi,1694,
Kadi-Liis,57,
Kadi-Ly,13,
Kadi-Riin,8,
Kadi-Liis,57,
Kadre,33,
Kadri,3278,4
Kadri Ann,16,
Kadri-Ann,44,
Kadri-Liis,55,
Kadri-Ly,6,
Kadri-Triin,5,
Kadrian,9,
Kadriann,27,
Kadriliis,8,
Kadrin,45,
Kady,46,
Kahro,,47
Kai,1184,7
Kai Liis,6,
Kai-Liis,18,
Kai-Ly,8,
Kai-Riin,17,
Kaisa,1429,
Kaia,601,
Kaia Liisa,5,
Kaia-Liisa,25,
Kaida,39,
Kaidar,,64
Kaide,26,
Kaider,,19
Kaidi,1042,4
Kaido,,2357
Kaidor,,12
Kaidu,,58
Kaidur,,14
Kaidy,24,
Kaie,1162,
Kaija,172,
Kaija-Liis,6,
Kaija-Liisa,10,
Kaijo,,16
Kaiko,,24
Kail,7,15
Kaila,16,
Kaile,44,
Kaileen,33,
Kaili,618,
Kaily,26,
Kaimar,,228
Kaimo,,190
Kaimu,,7
Kaimur,,16
Kain,,16
Kaio,,14
Kaira,20,4
Kaire,1367,4
Kaireen,7,
Kairi,1667,
Kairi-Liis,7,
Kairi-Liis,7,
Kairiin,35,
Kairika,10,
Kairin,16,
Kairis,7,4
Kairit,525,
Kairo,,140
Kais,6,4
Kaisa,1429,
Kaisa-Liisa,12,
Kaisa-Maria,6,
Kaisa-Triin,5,
Kaisa-Liis,12,
Kaisi,37,
Kaisu,14,
Kait,32,111
Kaitel,8,
Kaiti,41,
Kaiu,43,4
Kaius,,32
Kaivar,,9
Kaive,7,4
Kaivi,5,4
Kaivo,,67
Kaja,2320,4
Kajar,,99
Kajari,10,4
Kaldi,4,23
Kalev,,2618
Kalevi,,23
Kalina,16,4
Kaljo,,449
Kalju,,1827
Kalle,,2434
Kalli,148,
Kally,12,
Kalmar,,62
Kalmer,,818
Kalmet,,13
Kalvar,,21
Kalver,,42
Kalvi,5,262
Kalvin,,43
Kamal,,5
Kamelia,9,
Kamil,,27
Kamila,38,
Kamilla,162,
Kamo,,7
Kanni,29,
Kanstantsin,,5
Kapitalina,37,
Kapitolina,42,
Kardo,,214
Kare,7,
Karel,,755
Kareli,8,
Karen,153,52
Karet,21,
Karevi,,6
Kari,4,43
Kariina,41,
Karilin,17,
Karim,4,23
Karima,7,
Karin,2735,
Karin Maria,5,
Karina,1564,
Karine,104,
Karinee,19,
Karis,49,4
Karit,50,4
Karita,130,
Karl,,2431
Karl Alexander,,5
Karl Andreas,,19
Karl Artur,,13
Karl August,,35
Karl Eerik,,25
Karl Eric,,12
Karl Erik,,141
Karl Georg,,5
Karl Gregor,,16
Karl Gustav,,64
Karl Hendrik,,48
Karl Henry,,6
Karl Indrek,,6
Karl Jakob,,29
Karl Johan,,25
Karl Johann,,14
Karl Johannes,,41
Karl Joosep,,44
Karl Jürgen,,9
Karl Kevin,,21
Karl Kristjan,,67
Karl Kristofer,,19
Karl Markus,,101
Karl Marten,,36
Karl Martin,,115
Karl Matthias,,9
Karl Mattias,,46
Karl Mihkel,,19
Karl Miikael,,5
Karl Olaf,,6
Karl Oliver,,11
Karl Oskar,,71
Karl Robert,,66
Karl Sander,,24
Karl Villem,,7
Karl-Andreas,,8
Karl-Andres,,6
Karl-August,,13
Karl-Eduard,,8
Karl-Eerik,,41
Karl-Erich,,10
Karl-Erik,,191
Karl-Gunnar,,7
Karl-Gustav,,50
Karl-Hans,,6
Karl-Heinrich,,7
Karl-Hendrik,,36
Karl-Johan,,11
Karl-Johannes,,41
Karl-Joosep,,26
Karl-Jürgen,,5
Karl-Kaspar,,13
Karl-Kevin,,22
Karl-Kristjan,,61
Karl-Magnus,,6
Karl-Markus,,109
Karl-Marten,,22
Karl-Martin,,118
Karl-Mattias,,29
Karl-Mihkel,,8
Karl-Olaf,,5
Karl-Oskar,,33
Karl-Robert,,41
Karl-Robin,,10
Karl-Sander,,38
Karl-Silver,,5
Karl-Toomas,,6
Karl-Eerik,,41
Karl-Erik,,191
Karl-Heinrich,,7
Karl-Hendrik,,36
Karl-Kristofer,,8
Karl-Markus,,109
Karl-Oskar,,33
Karla,4,66
Karli,,267
Karlis,,137
Karlo,,43
Karlos,,56
Karm,,6
Karme,15,
Karmel,85,
Karmela,31,
Karmeli,7,
Karmeliina,6,
Karmen,1143,
Karmi,6,4
Karmo,,414
Karo,,7
Karol,26,107
Karola,297,
Karoli,100,
Karoliin,14,
Karoliina,444,
Karoliine,216,
Karoliis,15,
Karolin,578,
Karolina,527,
Karoline,66,
Karolis,4,4
Karoly,12,4
Karolyn,17,
Karri,,18
Karro,,17
Karry,,8
Karyna,11,
Kassandra,24,
Kasandra,6,
Kaspar,,2148
Kaspars,,22
Kasper,,172
Kassandra,24,
Kata,12,
Katariina,295,
Katalin,5,
Katalina,11,
Katariin,12,
Katariina,295,
Katarina,364,
Katarina Elisabeth,5,
Katarzyna,11,
Kate,11,
Kateriin,25,
Kateriina,18,
Kateriine,9,
Katerin,19,
Katerina,270,
Katerine,6,
Kateryna,92,
Katharina,64,
Katherin,5,
Katherina,5,
Katherine,12,
Kathleen,16,
Kathriin,11,
Kathrin,5,
Kathy,8,
Kati,1245,
Kati-Liis,7,
Katia,6,
Katie,6,
Katja,33,
Katleen,9,
Katre,662,
Katre-Liis,7,
Katreen,11,
Katren,9,
Katri,512,
Katri-Helena,5,
Katri-Liis,9,
Katria,8,
Katriin,343,
Katriina,31,
Katriine,14,
Katrin,5336,
Katrina,224,
Katrine,8,
Katry,11,
